FlightID,Date,RouteID,Departure Delay,AircraftID,Scheduled Departure,Avg Ticket Price,Total Fare,Flight Month,Flight Year
Flight5606,42166,ORD-LAX,4.5,90,8:00:00 PM,385.00,69685,6,2015
Flight5607,41917,ORD-BWI,1.6,114,7:00:00 AM,240.00,44400,10,2014
Flight5608,42314,ORD-DFW,1.5,27,9:00:00 PM,200.00,37000,11,2015
Flight5609,42290,ORD-CLT,3.8,169,3:00:00 PM,125.00,20625,10,2015
Flight5610,42277,ORD-SFO,1.6,142,6:00:00 PM,375.00,69375,9,2015
Flight5611,42337,ORD-PHL,5.4,200,8:00:00 PM,412.50,68063,11,2015
Flight5612,42360,ORD-LAS,3.7,47,9:00:00 PM,385.00,63525,12,2015
Flight5613,41968,ORD-MCO,5.1,112,7:00:00 PM,375.00,69375,11,2014
Flight5614,42199,ORD-SFO,0.8,47,11:00:00 AM,412.50,68063,7,2015
Flight5615,42109,ORD-FLL,1.9,10,6:00:00 PM,300.00,55500,4,2015
Flight5616,41861,ORD-MSP,2.7,109,9:30:00 AM,126.50,23403,8,2014
Flight5617,41923,ORD-SFO,0.6,159,5:00:00 PM,375.00,61875,10,2014
Flight5618,41855,ORD-IAH,2.9,103,1:00:00 PM,220.00,40700,8,2014
Flight5619,42060,ORD-BOS,1.3,32,5:00:00 PM,300.00,55500,2,2015
Flight5620,42365,ORD-CLT,2.3,146,8:30:00 AM,175.00,32375,12,2015
Flight5621,41883,ORD-EWR,2.8,143,6:30:00 PM,225.00,41625,9,2014
Flight5622,42347,ORD-DEN,2.8,67,7:00:00 PM,300.00,54300,12,2015
Flight5623,41660,ORD-SEA,1.7,130,7:30:00 PM,350.00,64750,1,2014
Flight5624,42249,ORD-PHL,2.2,162,9:30:00 AM,275.00,45375,9,2015
Flight5625,42299,ORD-CLT,2.3,72,8:00:00 PM,125.00,22625,10,2015
Flight5626,41975,ORD-EWR,3.8,182,6:00:00 PM,225.00,37125,12,2014
Flight5627,42324,ORD-JFK,0.4,83,6:00:00 PM,250.00,45250,11,2015
Flight5628,42314,ORD-JFK,1.8,133,11:00:00 AM,250.00,46250,11,2015
Flight5629,41740,ORD-IAH,2.1,118,8:00:00 PM,200.00,37000,4,2014
Flight5630,41778,ORD-DFW,1.8,134,7:00:00 AM,200.00,37000,5,2014
Flight5631,41922,ORD-DTW,2,129,3:30:00 PM,115.00,21275,10,2014
Flight5632,41823,ORD-PHX,1.8,11,5:00:00 PM,275.00,50875,7,2014
Flight5633,41855,ORD-EWR,1.6,93,6:00:00 PM,247.50,45788,8,2014
Flight5634,42227,ORD-SFO,1,180,5:00:00 PM,412.50,68063,8,2015
Flight5635,41727,ORD-MCO,1.1,146,7:00:00 PM,250.00,46250,3,2014
Flight5636,42244,ORD-PHL,1.3,134,11:00:00 AM,302.50,55963,8,2015
Flight5637,42260,ORD-JFK,1.1,111,7:00:00 PM,250.00,46250,9,2015
Flight5638,42208,ORD-EWR,2.3,104,8:00:00 AM,247.50,45788,7,2015
Flight5639,42167,ORD-IAH,1.3,22,8:00:00 PM,220.00,40700,6,2015
Flight5640,42303,ORD-IAH,2.2,126,6:30:00 PM,200.00,37000,10,2015
Flight5641,42127,ORD-DTW,0.5,42,7:00:00 AM,115.00,18975,5,2015
Flight5642,42344,ORD-EWR,2,68,4:30:00 PM,225.00,40725,12,2015
Flight5643,41822,ORD-IAH,1.6,3,12:00:00 PM,220.00,40700,7,2014
Flight5644,42104,ORD-DEN,1.9,1,7:30:00 AM,300.00,55500,4,2015
Flight5645,42066,ORD-EWR,2,184,7:30:00 PM,225.00,37125,3,2015
Flight5646,41649,ORD-DEN,2.6,31,6:00:00 PM,300.00,55500,1,2014
Flight5647,41837,ORD-MIA,1.4,50,2:00:00 PM,330.00,54450,7,2014
Flight5648,42362,ORD-EWR,4.3,16,8:00:00 AM,315.00,58275,12,2015
Flight5649,41749,ORD-DEN,1.3,163,5:00:00 PM,300.00,49500,4,2014
Flight5650,42302,ORD-SFO,2.3,53,5:00:00 PM,375.00,61875,10,2015
Flight5651,42273,ORD-ATL,11.6,3,4:30:00 PM,200.00,37000,9,2015
Flight5652,42142,ORD-IAH,1,34,5:30:00 PM,200.00,37000,5,2015
Flight5653,41828,ORD-LAS,0.2,18,3:00:00 PM,302.50,55963,7,2014
Flight5654,42079,ORD-JFK,1.5,12,2:00:00 PM,250.00,46250,3,2015
Flight5655,41657,ORD-JFK,2.3,164,6:00:00 PM,250.00,41250,1,2014
Flight5656,42059,ORD-LAX,3.4,2,7:30:00 PM,350.00,64750,2,2015
Flight5657,42367,ORD-IAD,1.2,44,7:00:00 AM,300.00,49500,12,2015
Flight5658,42201,ORD-PHX,2.5,62,5:00:00 PM,275.00,45375,7,2015
Flight5659,42333,ORD-MIA,6.2,84,7:00:00 PM,450.00,81450,11,2015
Flight5660,42001,ORD-LAX,8.4,175,6:00:00 PM,490.00,80850,12,2014
Flight5661,42127,ORD-IAH,1.1,35,6:00:00 PM,200.00,37000,5,2015
Flight5662,41924,ORD-PHX,2.4,158,9:00:00 AM,250.00,41250,10,2014
Flight5663,41893,ORD-CLT,1.3,70,7:30:00 PM,125.00,22625,9,2014
Flight5664,41728,ORD-LGA,1.4,76,6:00:00 PM,275.00,49775,3,2014
Flight5665,41962,ORD-MSP,1.1,105,4:00:00 PM,115.00,21275,11,2014
Flight5666,42312,ORD-CLT,2.6,30,8:00:00 PM,125.00,23125,11,2015
Flight5667,41873,ORD-SEA,2,171,1:30:00 PM,385.00,63525,8,2014
Flight5668,42304,ORD-MIA,1.9,23,10:00:00 AM,300.00,55500,10,2015
Flight5669,41744,ORD-EWR,0.4,206,6:00:00 PM,225.00,37125,4,2014
Flight5670,42092,ORD-DFW,2.3,204,7:00:00 AM,200.00,33000,3,2015
Flight5671,41671,ORD-SFO,1.5,146,6:30:00 PM,375.00,69375,2,2014
Flight5672,42029,ORD-MSP,1.7,111,7:00:00 AM,115.00,21275,1,2015
Flight5673,41899,ORD-DEN,2.8,52,6:00:00 PM,300.00,49500,9,2014
Flight5674,41714,ORD-PHX,2.6,185,1:00:00 PM,250.00,41250,3,2014
Flight5675,41718,ORD-BWI,2.8,140,7:00:00 AM,240.00,44400,3,2014
Flight5676,42302,ORD-JFK,2.7,20,9:00:00 PM,250.00,46250,10,2015
Flight5677,42349,ORD-LGA,2.3,203,7:00:00 PM,275.00,45375,12,2015
Flight5678,42363,ORD-BOS,3,163,8:00:00 AM,420.00,69300,12,2015
Flight5679,41945,ORD-ATL,8.3,92,9:00:00 AM,200.00,37000,11,2014
Flight5680,42259,ORD-CLT,1.6,65,7:00:00 PM,125.00,22625,9,2015
Flight5681,41687,ORD-JFK,2.1,100,4:30:00 PM,250.00,46250,2,2014
Flight5682,41880,ORD-JFK,2.1,112,9:00:00 AM,275.00,50875,8,2014
Flight5683,42314,ORD-LAS,1.9,2,11:30:00 AM,275.00,50875,11,2015
Flight5684,41895,ORD-DFW,1.2,165,7:00:00 PM,200.00,33000,9,2014
Flight5685,41880,ORD-ATL,11.2,206,4:00:00 PM,220.00,36300,8,2014
Flight5686,41755,ORD-DFW,1.7,38,3:00:00 PM,200.00,33000,4,2014
Flight5687,42236,ORD-JFK,2.3,111,6:30:00 PM,275.00,50875,8,2015
Flight5688,41794,ORD-JFK,3.4,112,6:00:00 PM,275.00,50875,6,2014
Flight5689,42320,ORD-LAX,2.8,116,9:00:00 AM,350.00,64750,11,2015
Flight5690,41958,ORD-SEA,2.4,19,8:00:00 AM,350.00,64750,11,2014
Flight5691,42354,ORD-CLT,2,208,2:00:00 PM,125.00,20625,12,2015
Flight5692,42018,ORD-BOS,2.5,196,6:00:00 PM,300.00,49500,1,2015
Flight5693,42239,ORD-ATL,10.1,94,5:00:00 PM,220.00,40700,8,2015
Flight5694,42236,ORD-DEN,2.3,182,6:00:00 PM,330.00,54450,8,2015
Flight5695,41863,ORD-MSP,2,108,9:00:00 AM,126.50,23403,8,2014
Flight5696,42211,ORD-MIA,2.4,30,7:00:00 PM,330.00,61050,7,2015
Flight5697,42163,ORD-LAS,2.2,192,5:00:00 PM,302.50,49913,6,2015
Flight5698,42114,ORD-IAH,3.3,10,12:30:00 PM,200.00,37000,4,2015
Flight5699,41802,ORD-MIA,1.6,171,6:00:00 PM,330.00,54450,6,2014
Flight5700,42159,ORD-ATL,9.4,73,5:00:00 PM,220.00,39820,6,2015
Flight5701,41896,ORD-IAH,2.5,69,7:00:00 AM,200.00,36200,9,2014
Flight5702,42182,ORD-ATL,11.8,202,5:00:00 PM,220.00,36300,6,2015
Flight5703,42320,ORD-DTW,2,98,7:00:00 PM,115.00,21275,11,2015
Flight5704,42109,ORD-LAX,4.5,124,8:30:00 PM,350.00,64750,4,2015
Flight5705,42041,ORD-SFO,2.2,57,6:00:00 PM,375.00,61875,2,2015
Flight5706,41721,ORD-ATL,9.2,140,9:30:00 PM,200.00,37000,3,2014
Flight5707,41724,ORD-ATL,9.1,14,7:00:00 AM,200.00,37000,3,2014
Flight5708,41889,ORD-DFW,3.4,22,8:00:00 PM,200.00,37000,9,2014
Flight5709,42288,ORD-EWR,1.7,196,7:00:00 PM,225.00,37125,10,2015
Flight5710,41984,ORD-CLT,2,107,7:30:00 PM,125.00,23125,12,2014
Flight5711,42076,ORD-MCO,1.7,184,6:00:00 PM,250.00,41250,3,2015
Flight5712,42047,ORD-DFW,2.1,80,5:00:00 PM,200.00,36200,2,2015
Flight5713,42114,ORD-DFW,2.8,59,7:00:00 PM,200.00,33000,4,2015
Flight5714,41837,ORD-BOS,1.3,207,8:00:00 AM,330.00,54450,7,2014
Flight5715,42171,ORD-ATL,8.7,132,7:00:00 PM,220.00,40700,6,2015
Flight5716,41896,ORD-DFW,2.3,38,5:00:00 PM,200.00,33000,9,2014
Flight5717,42342,ORD-SEA,1.2,191,8:00:00 AM,350.00,57750,12,2015
Flight5718,42272,ORD-IAD,2.7,182,8:00:00 PM,300.00,49500,9,2015
Flight5719,41806,ORD-DEN,2.4,64,5:00:00 PM,330.00,59730,6,2014
Flight5720,42197,ORD-EWR,2.4,188,5:30:00 PM,247.50,40838,7,2015
Flight5721,42006,ORD-CLT,1.7,58,9:30:00 PM,125.00,20625,1,2015
Flight5722,42292,ORD-MCO,2.9,192,6:00:00 PM,250.00,41250,10,2015
Flight5723,42000,ORD-JFK,4.3,151,7:30:00 PM,350.00,64750,12,2014
Flight5724,42345,ORD-LAS,3.1,210,6:30:00 PM,275.00,45375,12,2015
Flight5725,41678,ORD-DFW,2.1,184,5:30:00 PM,200.00,33000,2,2014
Flight5726,42063,ORD-IAH,2.8,77,2:00:00 PM,200.00,36200,2,2015
Flight5727,41643,ORD-LGA,2.1,113,6:00:00 PM,275.00,50875,1,2014
Flight5728,41973,ORD-JFK,5.3,85,8:30:00 AM,375.00,67875,11,2014
Flight5729,42337,ORD-DEN,4.1,17,5:00:00 PM,450.00,83250,11,2015
Flight5730,41836,ORD-DFW,1.8,205,5:00:00 PM,220.00,36300,7,2014
Flight5731,41999,ORD-DFW,4.3,164,10:00:00 AM,280.00,46200,12,2014
Flight5732,42325,ORD-SEA,2.2,120,7:00:00 PM,350.00,64750,11,2015
Flight5733,41847,ORD-DEN,2.9,119,5:00:00 PM,330.00,61050,7,2014
Flight5734,42320,ORD-SFO,2.9,144,4:00:00 PM,375.00,69375,11,2015
Flight5735,42048,ORD-DFW,2.7,105,1:30:00 PM,200.00,37000,2,2015
Flight5736,41773,ORD-LAX,3.1,50,6:00:00 PM,350.00,57750,5,2014
Flight5737,42223,ORD-MIA,1.9,83,7:30:00 PM,330.00,59730,8,2015
Flight5738,42208,ORD-JFK,0.9,66,7:30:00 PM,275.00,49775,7,2015
Flight5739,42291,ORD-ATL,10.4,207,3:00:00 PM,200.00,33000,10,2015
Flight5740,41967,ORD-MCO,5.4,206,8:00:00 AM,375.00,61875,11,2014
Flight5741,41815,ORD-LAX,3.7,175,4:00:00 PM,385.00,63525,6,2014
Flight5742,42187,ORD-DFW,1.5,52,3:00:00 PM,220.00,36300,7,2015
Flight5743,41783,ORD-PHL,1.5,87,6:00:00 PM,275.00,49775,5,2014
Flight5744,41873,ORD-BOS,1.8,108,1:00:00 PM,330.00,61050,8,2014
Flight5745,41666,ORD-SFO,3,123,12:00:00 PM,375.00,69375,1,2014
Flight5746,42032,ORD-LGA,1.1,54,10:30:00 AM,275.00,45375,1,2015
Flight5747,41699,ORD-LAX,4.1,128,7:00:00 PM,350.00,64750,3,2014
Flight5748,41850,ORD-SFO,1.9,191,7:00:00 AM,412.50,68063,7,2014
Flight5749,41683,ORD-MIA,2.7,97,2:00:00 PM,300.00,55500,2,2014
Flight5750,41668,ORD-DEN,2.2,16,7:00:00 PM,300.00,55500,1,2014
Flight5751,42246,ORD-ATL,10.6,86,8:00:00 AM,220.00,39820,8,2015
Flight5752,42185,ORD-ATL,12.3,23,8:00:00 PM,220.00,40700,6,2015
Flight5753,42259,ORD-LGA,2.5,92,8:30:00 PM,275.00,50875,9,2015
Flight5754,42053,ORD-PHX,1.8,135,9:00:00 AM,250.00,46250,2,2015
Flight5755,42172,ORD-DTW,1.6,138,8:00:00 PM,126.50,23403,6,2015
Flight5756,41756,ORD-SEA,1,12,9:00:00 AM,350.00,64750,4,2014
Flight5757,42161,ORD-MIA,2,54,7:00:00 AM,330.00,54450,6,2015
Flight5758,42359,ORD-CLT,4.2,47,5:00:00 PM,175.00,28875,12,2015
Flight5759,42333,ORD-SFO,6.7,5,5:00:00 PM,562.50,104063,11,2015
Flight5760,42210,ORD-LAS,1,81,1:00:00 PM,302.50,54753,7,2015
Flight5761,42194,ORD-DEN,1.7,126,6:00:00 PM,330.00,61050,7,2015
Flight5762,41920,ORD-LAX,4.6,53,6:00:00 PM,350.00,57750,10,2014
Flight5763,42127,ORD-PHX,2.4,190,8:30:00 AM,250.00,41250,5,2015
Flight5764,42341,ORD-PHX,2.6,112,7:00:00 PM,250.00,46250,12,2015
Flight5765,42129,ORD-ATL,10.5,189,6:30:00 PM,200.00,33000,5,2015
Flight5766,41962,ORD-ATL,8.3,91,7:00:00 PM,200.00,37000,11,2014
Flight5767,42000,ORD-ATL,15.3,146,8:00:00 AM,280.00,51800,12,2014
Flight5768,41878,ORD-LAS,1.5,47,7:00:00 AM,302.50,49913,8,2014
Flight5769,42336,ORD-MSP,4.1,145,10:00:00 AM,172.50,31913,11,2015
Flight5770,42251,ORD-MIA,1.3,124,8:30:00 AM,300.00,55500,9,2015
Flight5771,41862,ORD-DTW,1.8,41,11:30:00 AM,126.50,20873,8,2014
Flight5772,41659,ORD-JFK,2.9,19,7:00:00 AM,250.00,46250,1,2014
Flight5773,42161,ORD-JFK,2.8,71,12:00:00 PM,275.00,49775,6,2015
Flight5774,41833,ORD-MIA,1.8,155,6:00:00 PM,330.00,54450,7,2014
Flight5775,42231,ORD-DEN,3.1,149,2:00:00 PM,330.00,61050,8,2015
Flight5776,42238,ORD-DFW,1.9,169,3:30:00 PM,220.00,36300,8,2015
Flight5777,41734,ORD-CLT,1.1,140,6:00:00 PM,125.00,23125,4,2014
Flight5778,42253,ORD-DFW,2.3,61,6:00:00 PM,200.00,33000,9,2015
Flight5779,41722,ORD-SEA,1.6,31,7:30:00 AM,350.00,64750,3,2014
Flight5780,41881,ORD-FLL,2.8,130,5:00:00 PM,330.00,61050,8,2014
Flight5781,42334,ORD-EWR,5.1,52,7:00:00 PM,337.50,55688,11,2015
Flight5782,42237,ORD-MIA,3.1,172,7:30:00 PM,330.00,54450,8,2015
Flight5783,42021,ORD-PHL,1.6,53,3:00:00 PM,275.00,45375,1,2015
Flight5784,42214,ORD-JFK,1.6,183,6:00:00 PM,275.00,45375,7,2015
Flight5785,41968,ORD-JFK,5,6,5:00:00 PM,375.00,69375,11,2014
Flight5786,42264,ORD-LGA,2.5,66,2:00:00 PM,275.00,49775,9,2015
Flight5787,42247,ORD-BOS,2.3,85,7:00:00 AM,330.00,59730,8,2015
Flight5788,41761,ORD-CLT,0.7,22,10:00:00 AM,125.00,23125,5,2014
Flight5789,41662,ORD-JFK,2.8,167,5:30:00 PM,250.00,41250,1,2014
Flight5790,41713,ORD-BOS,3,110,11:00:00 AM,300.00,55500,3,2014
Flight5791,41856,ORD-LAX,7.2,77,2:00:00 PM,385.00,69685,8,2014
Flight5792,42274,ORD-IAH,1.7,125,6:30:00 PM,200.00,37000,9,2015
Flight5793,42214,ORD-LGA,2.1,41,6:00:00 PM,302.50,49913,7,2015
Flight5794,41732,ORD-DFW,2.2,187,2:00:00 PM,200.00,33000,4,2014
Flight5795,41993,ORD-LAS,1.9,46,12:30:00 PM,275.00,45375,12,2014
Flight5796,41867,ORD-MCO,1.9,45,5:00:00 PM,275.00,45375,8,2014
Flight5797,42332,ORD-LAX,9.4,149,4:00:00 PM,525.00,97125,11,2015
Flight5798,41804,ORD-LAS,2.8,21,7:00:00 PM,302.50,55963,6,2014
Flight5799,42171,ORD-ATL,11.8,18,4:30:00 PM,220.00,40700,6,2015
Flight5800,41949,ORD-BOS,1.6,157,1:30:00 PM,300.00,49500,11,2014
Flight5801,42240,ORD-SFO,1.6,92,8:00:00 AM,412.50,76313,8,2015
Flight5802,41801,ORD-DFW,2,121,8:00:00 AM,220.00,40700,6,2014
Flight5803,42061,ORD-MSP,2.6,140,8:30:00 AM,115.00,21275,2,2015
Flight5804,41656,ORD-CLT,3,132,10:30:00 AM,125.00,23125,1,2014
Flight5805,41664,ORD-SFO,2.7,181,2:30:00 PM,375.00,61875,1,2014
Flight5806,41666,ORD-DTW,1,129,6:00:00 PM,115.00,21275,1,2014
Flight5807,42091,ORD-JFK,1.8,155,2:00:00 PM,250.00,41250,3,2015
Flight5808,41878,ORD-JFK,0.9,162,9:00:00 AM,275.00,45375,8,2014
Flight5809,41973,ORD-LGA,2.7,154,5:00:00 PM,412.50,68063,11,2014
Flight5810,41648,ORD-JFK,2.6,89,6:30:00 PM,250.00,45250,1,2014
Flight5811,42216,ORD-CLT,2.6,185,5:00:00 PM,137.50,22688,7,2015
Flight5812,42104,ORD-SFO,2.5,103,8:00:00 PM,375.00,69375,4,2015
Flight5813,42349,ORD-DFW,2.5,42,7:00:00 AM,200.00,33000,12,2015
Flight5814,42167,ORD-FLL,1.9,186,8:30:00 AM,330.00,54450,6,2015
Flight5815,42032,ORD-CLT,1.9,31,8:00:00 AM,125.00,23125,1,2015
Flight5816,41907,ORD-CLT,0.9,21,7:00:00 AM,125.00,23125,9,2014
Flight5817,42338,ORD-IAH,2,160,6:00:00 PM,200.00,33000,11,2015
Flight5818,41907,ORD-LAX,4.9,83,8:30:00 AM,350.00,63350,9,2014
Flight5819,42239,ORD-IAH,1.8,178,5:00:00 PM,220.00,36300,8,2015
Flight5820,41969,ORD-MCO,3.4,22,7:30:00 AM,375.00,69375,11,2014
Flight5821,41863,ORD-EWR,1.6,129,7:30:00 PM,247.50,45788,8,2014
Flight5822,41879,ORD-IAH,3,152,7:00:00 PM,220.00,36300,8,2014
Flight5823,41911,ORD-MIA,1.7,206,7:00:00 PM,300.00,49500,9,2014
Flight5824,42241,ORD-CLT,1.4,115,4:00:00 PM,137.50,25438,8,2015
Flight5825,41891,ORD-DEN,0.7,149,7:00:00 AM,300.00,55500,9,2014
Flight5826,42007,ORD-DEN,3.1,148,7:00:00 PM,300.00,55500,1,2015
Flight5827,41801,ORD-PHX,2.8,162,8:00:00 AM,275.00,45375,6,2014
Flight5828,42150,ORD-LAX,4.3,63,4:00:00 PM,350.00,63350,5,2015
Flight5829,42159,ORD-MCO,1.8,79,8:00:00 AM,275.00,49775,6,2015
Flight5830,41989,ORD-PHL,2,171,8:00:00 PM,275.00,45375,12,2014
Flight5831,42066,ORD-LGA,1.6,147,7:00:00 PM,275.00,50875,3,2015
Flight5832,41946,ORD-PHX,3.1,145,8:00:00 PM,250.00,46250,11,2014
Flight5833,42211,ORD-MCO,2,20,5:00:00 PM,275.00,50875,7,2015
Flight5834,42188,ORD-MIA,1.7,10,12:00:00 PM,330.00,61050,7,2015
Flight5835,42211,ORD-BOS,2.3,107,12:30:00 PM,330.00,61050,7,2015
Flight5836,41839,ORD-LAX,4.1,158,7:00:00 PM,385.00,63525,7,2014
Flight5837,42155,ORD-LAS,2.6,188,7:30:00 PM,275.00,45375,5,2015
Flight5838,41929,ORD-BWI,2.1,72,7:00:00 AM,240.00,43440,10,2014
Flight5839,42112,ORD-CLT,2,148,7:30:00 AM,125.00,23125,4,2015
Flight5840,41997,ORD-PHL,4.6,137,7:00:00 PM,385.00,71225,12,2014
Flight5841,41671,ORD-ATL,7.7,111,7:30:00 PM,200.00,37000,2,2014
Flight5842,42033,ORD-BWI,3.5,188,7:00:00 PM,240.00,39600,1,2015
Flight5843,42213,ORD-ATL,8.3,105,9:00:00 PM,220.00,40700,7,2015
Flight5844,42354,ORD-MCO,2.6,190,11:00:00 AM,250.00,41250,12,2015
Flight5845,41665,ORD-LAS,3.1,63,12:30:00 PM,275.00,49775,1,2014
Flight5846,42309,ORD-BOS,0.8,110,5:00:00 PM,300.00,55500,11,2015
Flight5847,41751,ORD-LAS,1.7,164,12:00:00 PM,275.00,45375,4,2014
Flight5848,41963,ORD-LAX,5.1,200,8:30:00 PM,350.00,57750,11,2014
Flight5849,42203,ORD-DEN,0.3,2,8:00:00 AM,330.00,61050,7,2015
Flight5850,42115,ORD-EWR,2.7,45,7:30:00 PM,225.00,37125,4,2015
Flight5851,41647,ORD-DEN,2.2,10,5:00:00 PM,300.00,55500,1,2014
Flight5852,41950,ORD-BOS,1.7,208,7:00:00 PM,300.00,49500,11,2014
Flight5853,41921,ORD-MCO,2.7,32,5:00:00 PM,250.00,46250,10,2014
Flight5854,42337,ORD-LAX,10.2,194,4:00:00 PM,525.00,86625,11,2015
Flight5855,41988,ORD-JFK,2.5,172,6:30:00 PM,250.00,41250,12,2014
Flight5856,41930,ORD-DEN,1.2,141,7:00:00 AM,300.00,55500,10,2014
Flight5857,41911,ORD-LAX,3.4,152,5:30:00 PM,350.00,57750,9,2014
Flight5858,41685,ORD-ATL,9.8,154,7:30:00 PM,200.00,33000,2,2014
Flight5859,42369,ORD-LAS,2.2,178,5:00:00 PM,275.00,45375,12,2015
Flight5860,41779,ORD-MIA,1.8,122,12:00:00 PM,300.00,55500,5,2014
Flight5861,42145,ORD-ATL,10.9,166,7:00:00 AM,200.00,33000,5,2015
Flight5862,42115,ORD-SFO,1.7,38,6:00:00 PM,375.00,61875,4,2015
Flight5863,41661,ORD-IAD,1.1,84,6:00:00 PM,300.00,54300,1,2014
Flight5864,42332,ORD-ATL,16.7,165,11:00:00 AM,300.00,49500,11,2015
Flight5865,41703,ORD-SFO,3,183,8:00:00 AM,375.00,61875,3,2014
Flight5866,41925,ORD-DFW,2,117,4:00:00 PM,200.00,37000,10,2014
Flight5867,41815,ORD-DFW,1.5,116,8:30:00 PM,220.00,40700,6,2014
Flight5868,41676,ORD-LAX,5,197,8:00:00 AM,350.00,57750,2,2014
Flight5869,41807,ORD-BOS,2.3,66,7:00:00 AM,330.00,59730,6,2014
Flight5870,42280,ORD-LGA,2.8,55,8:00:00 AM,275.00,45375,10,2015
Flight5871,41690,ORD-DFW,1.2,75,7:00:00 AM,200.00,36200,2,2014
Flight5872,41709,ORD-EWR,2.3,102,9:00:00 PM,225.00,41625,3,2014
Flight5873,42276,ORD-DTW,0.9,156,2:00:00 PM,115.00,18975,9,2015
Flight5874,41716,ORD-SFO,2.4,19,7:30:00 AM,375.00,69375,3,2014
Flight5875,42169,ORD-JFK,1.5,11,7:30:00 PM,275.00,50875,6,2015
Flight5876,42311,ORD-CLT,1.1,73,9:00:00 PM,125.00,22625,11,2015
Flight5877,42290,ORD-MIA,4,53,5:00:00 PM,300.00,49500,10,2015
Flight5878,42093,ORD-LAX,4.2,118,7:00:00 AM,350.00,64750,3,2015
Flight5879,41763,ORD-JFK,1.5,74,7:30:00 PM,250.00,45250,5,2014
Flight5880,41908,ORD-BWI,2.1,17,3:00:00 PM,240.00,44400,9,2014
Flight5881,42331,ORD-IAH,3.3,198,7:00:00 PM,300.00,49500,11,2015
Flight5882,41754,ORD-LGA,3,65,8:30:00 AM,275.00,49775,4,2014
Flight5883,41899,ORD-LAX,3.5,58,12:00:00 PM,350.00,57750,9,2014
Flight5884,41720,ORD-PHX,2.7,112,11:30:00 AM,250.00,46250,3,2014
Flight5885,41817,ORD-LAX,5.8,104,9:00:00 PM,385.00,71225,6,2014
Flight5886,41764,ORD-EWR,2.5,195,7:30:00 PM,225.00,37125,5,2014
Flight5887,41798,ORD-LAS,1.6,29,6:00:00 PM,302.50,55963,6,2014
Flight5888,42084,ORD-DEN,2.2,6,4:00:00 PM,300.00,55500,3,2015
Flight5889,41967,ORD-JFK,4.8,27,6:00:00 PM,375.00,69375,11,2014
Flight5890,41933,ORD-PHL,2,109,5:00:00 PM,275.00,50875,10,2014
Flight5891,42239,ORD-MCO,0.6,75,7:00:00 PM,275.00,49775,8,2015
Flight5892,41672,ORD-CLT,2,154,5:00:00 PM,125.00,20625,2,2014
Flight5893,42079,ORD-IAH,2.7,118,7:30:00 PM,200.00,37000,3,2015
Flight5894,42369,ORD-MIA,3,88,8:00:00 AM,300.00,54300,12,2015
Flight5895,42196,ORD-MSP,1.9,193,8:00:00 AM,126.50,20873,7,2015
Flight5896,42045,ORD-JFK,1.9,190,7:00:00 PM,250.00,41250,2,2015
Flight5897,42325,ORD-ATL,9.2,66,8:00:00 AM,200.00,36200,11,2015
Flight5898,42252,ORD-LAS,2.3,179,12:00:00 PM,275.00,45375,9,2015
Flight5899,42348,ORD-SFO,1.9,121,7:00:00 AM,375.00,69375,12,2015
Flight5900,42296,ORD-SLC,2.1,137,3:00:00 PM,290.00,53650,10,2015
Flight5901,42148,ORD-CLT,2.1,67,7:00:00 AM,125.00,22625,5,2015
Flight5902,42174,ORD-PHL,2.6,181,12:00:00 PM,302.50,49913,6,2015
Flight5903,41810,ORD-EWR,2,150,7:30:00 AM,247.50,45788,6,2014
Flight5904,42020,ORD-LGA,1,154,12:00:00 PM,275.00,45375,1,2015
Flight5905,42078,ORD-LAX,2.2,143,8:00:00 PM,350.00,64750,3,2015
Flight5906,42187,ORD-SEA,1.8,29,8:00:00 PM,385.00,71225,7,2015
Flight5907,41769,ORD-MIA,3,74,8:30:00 AM,300.00,54300,5,2014
Flight5908,41814,ORD-IAH,2,201,7:00:00 AM,220.00,36300,6,2014
Flight5909,42141,ORD-BOS,1.4,45,6:00:00 PM,300.00,49500,5,2015
Flight5910,42146,ORD-CLT,2.4,100,6:30:00 PM,125.00,23125,5,2015
Flight5911,42186,ORD-PHX,2.3,137,7:00:00 PM,275.00,50875,7,2015
Flight5912,42046,ORD-PHL,2,187,7:00:00 PM,275.00,45375,2,2015
Flight5913,42071,ORD-LAX,6.3,140,5:00:00 PM,350.00,64750,3,2015
Flight5914,42024,ORD-CLT,2.5,124,6:00:00 PM,125.00,23125,1,2015
Flight5915,42215,ORD-EWR,2.5,167,10:00:00 AM,247.50,40838,7,2015
Flight5916,42038,ORD-JFK,1.7,110,7:00:00 AM,250.00,46250,2,2015
Flight5917,42327,ORD-EWR,2.4,37,10:30:00 AM,225.00,37125,11,2015
Flight5918,42293,ORD-JFK,2.1,72,8:00:00 AM,250.00,45250,10,2015
Flight5919,42225,ORD-IAH,1.2,198,8:00:00 AM,220.00,36300,8,2015
Flight5920,41977,ORD-LGA,2.6,156,7:30:00 PM,275.00,45375,12,2014
Flight5921,41892,ORD-MIA,2.8,52,8:00:00 AM,300.00,49500,9,2014
Flight5922,41792,ORD-MSP,2.1,38,7:00:00 AM,126.50,20873,6,2014
Flight5923,42051,ORD-PHX,1,88,8:00:00 PM,250.00,45250,2,2015
