Location,Location2,Location3,State,County,Land Area,WaterArea,Latitude,Longitude,Population Growth Rate,WhitePopulation,BlackPopulation,HispanicPopulation,AsianPopulation,HawaiianPopulation,IndianPopulation,OtherPopulation,MalePopulation,FemalePopulation,Number of Burgalaries reported,MedianAge,Crime Rate,Homicide Reported,CBSA_Type,FinanceNumber,Property Crime Rate,Housing Construction,HouseholdsPerZipCode,AverageHouseValue,Elevation
New Mexico|Taos Ski Valley ,Taos Ski Valley ,Taos Ski Valley ,NM,Taos,10.6375,0.0045,36.4008,-105.5751,16.42%,33,0,9,0,0,0,4,21,16,0,54.7,4,,Micro,348463,2,9.62%,21,0,6983
New Mexico|Tatum ,Tatum ,Tatum ,NM,Lea,479.657,0.595,33.355574,-103.409955,-3.26%,552,10,274,4,1,11,108,336,339,1,38.5,16,,Micro,348505,7,1.49%,262,80000,3919
New Mexico|Tucumcari ,Tucumcari ,Tucumcari ,NM,Quay,536.99,1.492,35.092802,-103.755274,-0.36%,3032,70,1741,59,5,80,364,1696,1776,15,43.9,194,,,348967,79,0.07%,1552,59800,4185
New Mexico|Tularosa ,Tularosa ,Tularosa ,NM,Otero,246.403,0.311,33.135866,-106.103184,2.55%,2147,34,1083,28,6,177,338,1281,1314,1,45.1,49,,Micro,348988,24,6.31%,1093,109700,4303
New York|Amsterdam ,Amsterdam ,Amsterdam ,NY,Montgomery,65.357,1.3575,42.940526,-74.169392,0.40%,12793,589,2586,153,17,137,1187,6945,7524,6,41.2,517,,Micro,350195,245,-0.21%,6035,109200,294
New York|Black River ,Black River ,Black River ,NY,Jefferson,8.877,0.0995,43.986829,-75.788562,6.24%,1339,63,41,37,2,14,11,709,717,0,38.5,3,,Metro,350725,1.5,-2.51%,554,136800,478
New York|Brewster ,Brewster ,Brewster ,NY,Putnam,18.0495,1.6725,41.418603,-73.597038,-2.19%,8860,292,1608,285,18,58,455,4958,4796,0,41.4,9,,Metro,350925,4.5,-3.34%,3476,394400,519
New York|BRONX ,BRONX ,Bronx ,NY,Bronx,20.271,0.185,40.818953,-73.920406,1.59%,5083,10630,13574,489,118,633,7378,10284,12573,7590,32.6,96741,136.5,Metro,350982,34335,0.82%,8553,124200,65
New York|BROOKLYN ,BROOKLYN ,Brooklyn ,NY,Kings,33.71,0.696,40.694599,-73.990638,1.46%,17918,4262,3183,2974,59,226,1187,12242,13322,7616,35.7,141224,219,Metro,350995,56358,1.25%,11663,676200,50
New York|Elmira ,Elmira ,Elmira ,NY,Chemung,34.007,0.8145,42.07487,-76.727235,-1.17%,6626,1830,401,83,4,105,142,4408,3960,25,34.3,1044,0.5,Metro,352665,482,-0.55%,2903,68000,873
New York|Geneva ,Geneva ,Geneva ,NY,Ontario,39.005,0.087,42.850514,-76.989419,-1.27%,8663,1010,953,193,13,101,454,4790,5254,8,38.4,369,,Metro,353145,175,-0.17%,3908,106300,767
New York|Glen Cove ,Glen Cove ,Glen Cove ,NY,Nassau,3.3305,0.122,40.873638,-73.623232,0.47%,10646,1125,3775,730,34,128,1611,6738,7079,0,40.7,103,,Metro,353210,48.5,0.63%,5006,532000,107
New York|Johnstown ,Johnstown ,Johnstown ,NY,Fulton,30.32,0.1615,43.046198,-74.381018,-2.26%,5929,283,186,91,10,28,59,3125,3179,4,40.4,297,,Micro,354265,143,-0.28%,2488,101500,650
New York|Middletown ,Middletown ,Middletown ,NY,Orange,48.46,0.6335,41.459264,-74.479348,0.55%,15677,4884,7576,666,39,395,3772,11777,12433,38,36.1,950,0.5,Metro,355295,414,2.56%,8673,245000,431
New York|NEW YORK ,NEW YORK ,New York ,NY,New York,10.7835,0,40.7508,-73.996122,0.74%,7176,1114,1824,1922,18,96,658,5092,5459,7958,35.4,186311,167,Metro,355825,"67,874",0.94%,5516,632400,54
New York|Port Jervis ,Port Jervis ,Port Jervis ,NY,Orange,17.309,0.376,41.370322,-74.642474,-1.61%,6477,559,767,141,7,120,256,3526,3730,8,38.7,316,0.5,Metro,356750,146.5,0.17%,2787,207400,431
New York|Port Washington ,Port Washington ,Port Washington ,NY,Nassau,4.9955,0.9635,40.837088,-73.694,-0.23%,12356,336,2203,1716,18,114,968,7303,7783,1,42.9,120,,Metro,356780,57.5,0.72%,5489,762500,107
New York|Troy ,Troy ,Troy ,NY,Rensselaer,34.6905,0.908,42.74558,-73.59177,0.15%,21485,4182,1758,1116,30,242,718,13518,13286,117,32.4,2532,3.5,Metro,358540,1091,0.20%,10779,173300,35
North Carolina|Aberdeen ,Aberdeen ,Aberdeen ,NC,Moore,31.971,0.1675,35.123312,-79.460264,3.21%,4023,1451,424,118,8,208,207,2784,3057,3,36.6,360,,Micro,360024,175,-0.74%,2422,156100,550
North Carolina|Ahoskie ,Ahoskie ,Ahoskie ,NC,Hertford,67.9535,0.031,36.296771,-77.018298,0.28%,2059,3790,84,51,2,136,58,2737,3267,18,41.3,379,2,,360072,164,0.44%,2430,82400,45
North Carolina|Albemarle ,Albemarle ,Albemarle ,NC,Stanly,66.4835,0.871,35.338477,-80.209994,0.18%,10861,1971,439,415,6,84,254,6395,6985,34,40.7,876,0.5,Micro,360096,391,-0.20%,5422,126200,505
North Carolina|Andrews ,Andrews ,Andrews ,NC,Cherokee,31.6135,0,35.197799,-83.810292,-1.42%,2561,57,110,14,3,89,59,1292,1386,2,46.5,80,,,360184,38,-0.75%,1148,105000,1580
North Carolina|Angier ,Angier ,Angier ,NC,Harnett,30.5775,0.2635,35.480986,-78.692003,3.21%,6615,1126,1549,84,13,162,984,4342,4444,9,35,137,,Micro,360192,57.5,-0.49%,3238,145800,253
North Carolina|Apex ,Apex ,Apex ,NC,Wake,50.5945,4.231,35.711544,-78.9187,5.65%,12804,1263,1062,1058,17,148,543,7537,7879,8,35.5,490,,Metro,360208,231,4.53%,5329,254500,363
North Carolina|Asheboro ,Asheboro ,Asheboro ,NC,Randolph,123.0085,0.479,35.736995,-79.77037,0.43%,7237,1551,2974,185,24,151,1725,5011,5543,18,33.9,1628,,Metro,360296,780,0.49%,4190,109200,855
North Carolina|Asheville ,Asheville ,Asheville ,NC,Buncombe,66.956,0.699,35.590094,-82.558245,2.36%,5193,2242,200,90,11,111,71,3633,3877,130,35.8,4778,2,Metro,360304,2138.5,1.52%,3326,220400,2134
North Carolina|Atlantic Beach ,Atlantic Beach ,Atlantic Beach ,NC,Carteret,2.8815,6.1985,34.697271,-76.792974,-7.37%,1399,19,19,20,4,15,14,747,701,1,56.3,144,,Micro,360352,70.5,-1.87%,758,394100,12
North Carolina|Ayden ,Ayden ,Ayden ,NC,Pitt,45.392,0,35.439358,-77.380616,-1.16%,3297,1722,278,18,8,52,177,2418,2755,15,39.8,203,,Metro,360400,83.5,2.81%,2085,98700,75
North Carolina|Bailey ,Bailey ,Bailey ,NC,Nash,24.991,0.103,35.801956,-78.082737,-2.23%,2115,682,770,17,3,29,536,1679,1636,0,35.6,39,,Metro,360440,19.5,-2.14%,1212,87900,180
North Carolina|Banner Elk ,Banner Elk ,Banner Elk ,NC,Avery,32.8555,0.037,36.187108,-81.831167,1.82%,3010,54,123,25,1,34,48,1579,1546,1,40.6,30,,,360512,14.5,2.64%,1300,251800,3621
North Carolina|Beaufort ,Beaufort ,Beaufort ,NC,Carteret,105.263,51.326,34.891116,-76.53507,-4.21%,4893,784,111,43,5,64,42,2792,2924,3,46.7,153,,Micro,360624,72.5,-4.24%,2564,192800,12
North Carolina|Belhaven ,Belhaven ,Belhaven ,NC,Beaufort,65.043,26.475,35.513521,-76.596484,3.52%,1512,618,99,8,1,29,49,1060,1129,1,47.3,31,,Micro,360664,13.5,2.34%,951,103800,8
North Carolina|Belmont ,Belmont ,Belmont ,NC,Gaston,13.681,1.9105,35.218354,-81.042952,-1.05%,8804,710,420,338,17,73,221,4932,5092,7,39.4,442,,Metro,360680,210,0.15%,3928,166100,816
North Carolina|Benson ,Benson ,Benson ,NC,Johnston,45.1925,0.2525,35.417557,-78.498316,-1.68%,5862,826,876,31,8,100,593,3533,3750,5,37.6,183,0.5,Metro,360728,80.5,1.12%,2773,123500,153
North Carolina|Bessemer City ,Bessemer City ,Bessemer City ,NC,Gaston,21.467,0.198,35.327263,-81.288257,-3.84%,5850,741,241,39,4,75,158,3306,3426,2,38.2,133,,Metro,360744,62.5,-3.35%,2597,100400,816
North Carolina|Bethel ,Bethel ,Bethel ,NC,Pitt,30.958,0,35.756616,-77.38589,-1.43%,529,738,36,3,1,10,24,603,694,3,45.7,45,,Metro,360760,19,-1.32%,539,82300,75
North Carolina|Biscoe ,Biscoe ,Biscoe ,NC,Montgomery,22.8305,0.0705,35.338011,-79.755106,-6.06%,1275,269,625,18,1,15,424,963,1004,4,33.3,245,,,360792,118,-2.95%,661,90300,664
North Carolina|Black Mountain ,Black Mountain ,Black Mountain ,NC,Buncombe,49.957,0.28,35.605042,-82.276717,0.78%,6164,372,156,52,5,82,73,3090,3515,1,45.7,141,0.5,Metro,360808,69,4.17%,2760,171800,2134
North Carolina|Blowing Rock ,Blowing Rock ,Blowing Rock ,NC,Watauga,14.4705,0.1045,36.122346,-81.749738,0.72%,1680,11,26,11,1,22,13,843,863,2,49.1,32,,Micro,360840,14,3.87%,800,353100,3266
North Carolina|Boone ,Boone ,Boone ,NC,Watauga,49.499,0.153,36.225041,-81.656946,0.50%,15648,469,636,271,17,132,251,8263,8267,9,23.2,382,,Micro,360912,174.5,-0.39%,6269,252900,3266
North Carolina|Brevard ,Brevard ,Brevard ,NC,Transylvania,62.8285,0.335,35.211194,-82.75938,2.95%,8911,620,292,81,11,101,142,4568,5106,4,49.7,238,,Micro,360960,113.5,3.61%,4256,172600,2230
North Carolina|Bunn ,Bunn ,Bunn ,NC,Franklin,5.2305,0.0125,35.959052,-78.247241,-16.84%,509,482,69,4,0,10,37,611,416,1,39,32,,Metro,361064,15,-5.42%,328,120100,220
North Carolina|Burgaw ,Burgaw ,Burgaw ,NC,Pender,74.859,0.2895,34.559404,-77.945254,-0.22%,3516,1667,415,23,5,74,265,2802,2651,3,39.5,163,,Metro,361080,77,4.06%,2013,125100,49
North Carolina|Burlington ,Burlington ,Burlington ,NC,Alamance,92.7225,2.7235,36.028661,-79.497186,0.49%,14925,3149,1661,481,27,204,1041,9044,10360,121,41.3,2416,1.5,Metro,361088,1032,-0.81%,8535,152900,656
North Carolina|Burnsville ,Burnsville ,Burnsville ,NC,Yancey,145.5035,0.1855,35.891669,-82.312339,-0.43%,8043,95,393,28,5,81,212,4115,4262,1,45.6,67,,,361096,33,-0.21%,3599,137200,2814
North Carolina|Butner ,Butner ,Butner ,NC,Granville,7.8035,0.0395,36.129644,-78.766572,4.67%,2359,2382,636,34,14,98,313,3917,1167,11,39.5,202,0.5,Micro,361104,86,-13.24%,754,130500,476
North Carolina|Canton ,Canton ,Canton ,NC,Haywood,79.014,0.081,35.459788,-82.86773,2.28%,8452,148,266,27,2,88,127,4247,4492,5,42.9,225,,Metro,361192,107.5,1.25%,3627,136700,2635
North Carolina|Carolina Beach ,Carolina Beach ,Carolina Beach ,NC,New Hanover,2.5715,1.166,34.037844,-77.903582,3.09%,2942,37,52,18,4,41,23,1531,1486,7,43.8,273,0.5,Metro,361208,129,2.22%,1414,312000,25
North Carolina|Carrboro ,Carrboro ,Carrboro ,NC,Orange,1.8725,0.0025,35.910972,-79.082087,2.15%,5109,975,1243,613,14,95,759,3544,3778,14,29.5,525,,Metro,361216,247,0.43%,3512,291000,624
North Carolina|Carthage ,Carthage ,Carthage ,NC,Moore,95.2195,0.665,35.354624,-79.436892,2.39%,6656,858,355,92,11,115,156,3759,3958,3,41.9,94,,Micro,361224,44,-1.76%,3065,167200,550
North Carolina|Cary ,Cary ,Cary ,NC,Wake,29.46,0.445,35.759644,-78.779491,3.35%,12504,1706,2487,769,27,256,1255,7811,8204,28,38.8,1809,1.5,Metro,361232,855.5,1.47%,6541,211700,363
North Carolina|Catawba ,Catawba ,Catawba ,NC,Catawba,22.254,1.005,35.687117,-81.039168,1.08%,2642,212,94,21,4,20,63,1496,1436,1,42.6,24,,Metro,361280,11.5,3.42%,1151,113300,969
North Carolina|Chadbourn ,Chadbourn ,Chadbourn ,NC,Columbus,37.7795,0.0795,34.326844,-78.849239,1.58%,2273,1153,131,10,0,73,73,1666,1885,8,40.3,215,0.5,,361344,96.5,-4.57%,1467,88500,66
North Carolina|Chapel Hill ,Chapel Hill ,Chapel Hill ,NC,Orange,79.143,3.402,35.967136,-79.040886,1.15%,12070,1612,1140,2119,13,127,556,7416,8640,21,24,1433,1,Metro,361376,673.5,0.86%,5376,390000,624
North Carolina|CHARLOTTE ,CHARLOTTE ,Charlotte ,NC,Mecklenburg,201.2045,4.022,35.2287,-80.8458,1.95%,0,0,0,0,0,0,0,0,0,3016,0,35702,24,Metro,361392,"15,283",1.25%,0,0,721
North Carolina|Cherryville ,Cherryville ,Cherryville ,NC,Gaston,31.3205,0.53,35.3991,-81.393842,5.85%,6103,553,211,62,2,45,135,3337,3470,8,42,211,,Metro,361424,95,7.30%,2690,115000,816
North Carolina|China Grove ,China Grove ,China Grove ,NC,Rowan,23.1665,0.069,35.575642,-80.59619,-1.61%,6406,375,450,76,0,55,265,3535,3553,3,40.4,84,,Metro,361448,36.5,-0.45%,2727,138100,746
North Carolina|Claremont ,Claremont ,Claremont ,NC,Catawba,20.137,0.2985,35.735012,-81.138793,7.59%,4335,304,230,212,1,39,139,2467,2490,3,39.2,35,,Metro,361480,13.5,-3.81%,1887,113000,969
North Carolina|Clayton ,Clayton ,Clayton ,NC,Johnston,58.467,0.148,35.614603,-78.457851,6.03%,13429,3591,1925,255,18,188,1114,8895,9284,13,35.5,441,1,Metro,361520,203,3.11%,6779,147000,153
North Carolina|Cleveland ,Cleveland ,Cleveland ,NC,Rowan,37.717,0.057,35.763468,-80.70373,8.42%,2459,498,149,32,3,25,80,1493,1536,3,38.3,24,,Metro,361536,9,13.36%,1148,108000,746
North Carolina|Clinton ,Clinton ,Clinton ,NC,Sampson,127.579,0.322,34.986013,-78.34307,-0.14%,7167,4295,2331,96,30,485,1761,6524,6998,13,38.4,502,,,361568,232.5,1.25%,5122,93700,152
North Carolina|Coats ,Coats ,Coats ,NC,Harnett,12.9795,0.08,35.419231,-78.661155,-2.07%,2419,305,501,19,6,60,293,1507,1511,1,34.9,83,,Micro,361584,41,-1.84%,1139,119100,253
North Carolina|Columbus ,Columbus ,Columbus ,NC,Polk,22.7875,0.016,35.250922,-82.116662,2.99%,2957,105,223,18,1,42,116,1485,1701,0,50.2,23,,,361664,11.5,1.94%,1403,182300,1109
North Carolina|Concord ,Concord ,Concord ,NC,Cabarrus,88.751,1.0595,35.378204,-80.524292,1.42%,18758,4016,3015,253,27,225,1849,11907,12673,21,36.7,2504,1,Metro,361696,1204,0.68%,9174,149400,704
North Carolina|Conover ,Conover ,Conover ,NC,Catawba,21.3565,0.347,35.741044,-81.215278,-1.16%,9282,870,1206,735,8,89,646,5534,5846,9,38.3,447,,Metro,361720,213,0.46%,4420,125400,969
North Carolina|Cornelius ,Cornelius ,Cornelius ,NC,Mecklenburg,7.241,5.8765,35.470846,-80.886209,1.98%,10940,782,656,323,8,80,267,5962,6234,12,37.8,419,,Metro,361768,193,1.24%,5231,262100,721
North Carolina|Cramerton ,Cramerton ,Cramerton ,NC,Gaston,1.1655,0.087,35.234322,-81.079276,8.08%,1438,71,38,25,1,21,23,699,854,4,40,98,,Metro,361816,44,0.68%,656,112000,816
North Carolina|Creedmoor ,Creedmoor ,Creedmoor ,NC,Granville,36.1525,2.649,36.105278,-78.681791,-0.47%,4372,1534,511,74,6,83,246,3034,3134,7,37.7,105,,Micro,361832,44.5,-0.42%,2381,142800,476
North Carolina|Davidson ,Davidson ,Davidson ,NC,Mecklenburg,11.2955,0.3005,35.5095,-80.8433,1.72%,0,0,0,0,0,0,0,0,0,3,0,133,,Metro,362000,62.5,0.67%,0,0,721
North Carolina|Dobson ,Dobson ,Dobson ,NC,Surry,53.626,0.5385,36.375294,-80.804534,-2.77%,3998,127,1059,15,2,42,683,2446,2353,1,37.3,40,,Micro,362120,18.5,-2.98%,1782,107000,1259
North Carolina|Drexel ,Drexel ,Drexel ,NC,Burke,0.5965,0,35.759842,-81.601444,-6.90%,678,31,37,26,2,7,28,353,408,1,43.7,36,,Metro,362152,17.5,4.14%,317,97100,1110
North Carolina|Dunn ,Dunn ,Dunn ,NC,Harnett,80.133,0.7825,35.277056,-78.542477,-0.36%,8521,3114,991,83,14,259,724,5976,6478,22,39.3,764,,Micro,362176,348,0.64%,4955,106500,253
North Carolina|Durham ,Durham ,Durham ,NC,Durham,115.8785,5.085,35.995918,-78.902135,2.14%,3741,5394,2207,176,13,133,1476,5420,5224,543,32.3,12919,1.5,Metro,362192,5542.5,1.94%,4433,151000,394
North Carolina|Eden ,Eden ,Eden ,NC,Rockingham,33.876,0.4095,36.485107,-79.738993,-0.04%,9208,2573,597,88,23,103,275,5622,6414,22,42.4,558,0.5,Metro,362278,248.5,0.62%,5102,87300,760
North Carolina|Edenton ,Edenton ,Edenton ,NC,Chowan,59.079,2.338,36.121265,-76.565424,-1.25%,3876,2288,182,27,3,40,118,2959,3322,11,45.1,199,,,362280,85,0.23%,2590,135700,5
North Carolina|Elizabeth City ,Elizabeth City ,Elizabeth City ,NC,Pasquotank,113.4505,13.2245,36.3018,-76.2238,-0.39%,0,0,0,0,0,0,0,0,0,33,0,887,0.5,Micro,362352,398,0.55%,0,0,8
North Carolina|Elkin ,Elkin ,Elkin ,NC,Surry,35.056,0.2775,36.319026,-80.852816,2.19%,4594,227,597,27,3,27,427,2537,2700,4,41.9,454,,Micro,362368,222,-2.14%,2107,105400,1259
North Carolina|Elon ,Elon ,Elon ,NC,Alamance,25.2425,0.3265,36.2048,-79.486089,0.17%,6216,716,202,135,4,39,93,3281,3806,1,23.2,103,,Metro,362432,50,-0.64%,2262,154800,656
North Carolina|Emerald Isle ,Emerald Isle ,Emerald Isle ,NC,Carteret,2.866,7.37,34.663864,-77.006645,0.21%,1786,13,36,23,4,12,11,930,898,7,52.2,245,0.5,Micro,362442,114,0.09%,866,424600,12
North Carolina|Erwin ,Erwin ,Erwin ,NC,Harnett,17.9185,0.3035,35.327042,-78.741944,1.86%,2305,911,221,21,10,71,156,1629,1747,5,40.5,246,,Micro,362512,114.5,1.50%,1334,93800,253
North Carolina|Fairmont ,Fairmont ,Fairmont ,NC,Robeson,62.676,0.127,34.440291,-79.14981,-0.47%,1609,2095,192,13,3,1653,151,2566,2817,8,40.1,201,0.5,Micro,362600,85.5,3.70%,2082,64700,120
North Carolina|Farmville ,Farmville ,Farmville ,NC,Pitt,38.4425,0.0205,35.585317,-77.568367,-6.07%,2505,1860,274,26,0,20,189,2133,2403,3,40,186,,Metro,362672,85,-1.53%,1806,99400,75
North Carolina|Fayetteville ,Fayetteville ,Fayetteville ,NC,Cumberland,172.7285,2.054,35.066255,-78.88934,0.56%,1687,6778,307,97,19,178,123,3848,4735,239,34.7,11563,9.5,Metro,362680,5262,1.54%,3348,80700,100
North Carolina|Fletcher ,Fletcher ,Fletcher ,NC,Henderson,21.348,0.082,35.45761,-82.482468,2.62%,7546,416,349,198,12,90,151,3987,4259,1,40.5,127,,Metro,362728,62.5,6.68%,3330,194500,2146
North Carolina|Forest City ,Forest City ,Forest City ,NC,Rutherford,31.682,0.0565,35.309842,-81.870287,-0.59%,8481,1768,645,83,10,94,378,4957,5571,3,40.8,531,,Micro,362768,261,-0.27%,4274,94600,929
North Carolina|Franklin ,Franklin ,Franklin ,NC,Macon,150.6275,0.65,35.163665,-83.433889,-1.94%,12781,239,945,128,8,122,397,6569,6951,8,46.7,253,,,362816,119,0.89%,5763,158200,2099
North Carolina|Franklinton ,Franklinton ,Franklinton ,NC,Franklin,46.255,0.1455,36.116257,-78.472552,1.36%,4538,1907,459,41,11,68,240,3257,3413,5,38.2,102,0.5,Metro,362824,42.5,1.89%,2586,123000,220
North Carolina|Garner ,Garner ,Garner ,NC,Wake,28.8855,0.2975,35.646575,-78.5757,1.59%,14070,5752,2234,341,23,273,1160,10173,10891,12,37.2,1264,,Metro,362888,606.5,-0.66%,7879,163000,363
North Carolina|Gastonia ,Gastonia ,Gastonia ,NC,Gaston,54.846,0.306,35.229809,-81.242912,0.62%,10649,6012,1610,122,20,166,918,8473,8994,174,36.7,4172,0.5,Metro,362912,1844,0.60%,6411,96200,816
North Carolina|Gibsonville ,Gibsonville ,Gibsonville ,NC,Guilford,28.8285,0.381,36.171053,-79.585608,1.45%,5015,1019,292,62,14,52,186,3023,3221,2,40.5,117,,Metro,362984,56.5,0.18%,2508,150600,837
North Carolina|Goldsboro ,Goldsboro ,Goldsboro ,NC,Wayne,90.829,1.189,35.370014,-78.1093,-1.24%,10772,8543,998,313,27,178,669,9774,10285,124,38.6,2537,3,Metro,363104,1104.5,-0.97%,7894,111900,110
North Carolina|Graham ,Graham ,Graham ,NC,Alamance,44.0435,0.9215,35.967271,-79.335749,1.90%,11157,2484,1857,212,8,264,1131,7196,7718,23,39.1,643,,Metro,363128,287.5,2.84%,5971,133600,656
North Carolina|Granite Falls ,Granite Falls ,Granite Falls ,NC,Caldwell,30.001,1.032,35.836248,-81.44957,0.53%,9673,142,351,77,8,78,184,4939,5082,3,39.9,252,,Metro,363144,120,-0.62%,3947,106900,1132
North Carolina|Greensboro ,Greensboro ,Greensboro ,NC,Guilford,116.185,2.096,36.071916,-79.769346,1.09%,2298,8260,584,176,21,152,353,5169,5797,392,25.4,11506,11.5,Metro,363192,5080,0.35%,3964,107800,837
North Carolina|Greenville ,Greenville ,Greenville ,NC,Pitt,118.575,0.6615,35.6116,-77.3732,1.01%,0,0,0,0,0,0,0,0,0,154,0,4153,2,Metro,363208,1842.5,1.16%,0,0,75
North Carolina|Hamlet ,Hamlet ,Hamlet ,NC,Richmond,35.429,0.2065,34.889132,-79.68062,-1.02%,3656,2251,289,47,10,319,190,3007,3290,10,38.2,338,,Micro,363344,153.5,-0.73%,2500,68100,211
North Carolina|Havelock ,Havelock ,Havelock ,NC,Craven,83.339,18.088,34.897706,-76.867361,-1.14%,8291,2757,1106,490,78,178,448,5691,5970,6,26.5,399,,Metro,363446,191.5,0.04%,4278,138600,15
North Carolina|Haw River ,Haw River ,Haw River ,NC,Alamance,8.532,0.114,36.044768,-79.323364,0.55%,2309,451,366,19,1,26,257,1471,1532,7,39.3,80,,Metro,363456,32.5,3.91%,1177,126900,656
North Carolina|Henderson ,Henderson ,Henderson ,NC,Vance,102.017,5.745,36.321797,-78.41235,0.26%,2766,5505,562,85,8,74,352,3875,4770,86,38.1,1663,2,Micro,363504,717,0.73%,3464,101400,509
North Carolina|Hendersonville ,Hendersonville ,Hendersonville ,NC,Henderson,92.049,0.5285,35.252604,-82.533283,0.29%,9288,326,517,79,17,68,271,4740,5154,13,51.2,600,0.5,Metro,363512,277.5,-0.14%,4507,220000,2146
North Carolina|Hertford ,Hertford ,Hertford ,NC,Perquimans,92.491,13.4795,36.184575,-76.391049,-0.03%,4369,1505,132,33,3,46,84,2845,3110,6,46.7,78,,Micro,363552,32,-0.38%,2472,167700,13
North Carolina|Hickory ,Hickory ,Hickory ,NC,Catawba,57.8695,1.8345,35.780393,-81.33651,0.23%,21289,1834,2417,887,21,173,1326,12062,12951,50,39.7,2053,,Metro,363560,947.5,-0.07%,10199,148200,969
North Carolina|High Point ,High Point ,High Point ,NC,Guilford,53.1165,0.992,35.95657,-79.992752,0.52%,2912,7515,1357,801,19,177,961,5663,6349,168,33.1,4368,2,Metro,363600,1931.5,0.29%,4443,85700,837
North Carolina|Highlands ,Highlands ,Highlands ,NC,Macon,43.4665,0.1915,35.075484,-83.202772,3.26%,1539,14,75,5,1,15,46,763,836,0,55.8,58,,,363592,29,-0.55%,752,379300,2099
North Carolina|Hillsborough ,Hillsborough ,Hillsborough ,NC,Orange,50.6965,0.4375,36.069564,-79.064393,1.23%,9625,2022,838,202,14,211,411,5889,6254,23,41.2,441,,Metro,363640,193,0.66%,4745,212400,624
North Carolina|Holly Ridge ,Holly Ridge ,Holly Ridge ,NC,Onslow,26.52,1.993,34.49116,-77.544888,14.03%,2688,104,91,30,8,41,28,1453,1386,5,38.7,64,0.5,Metro,363704,26.5,4.03%,1243,221900,15
North Carolina|Holly Springs ,Holly Springs ,Holly Springs ,NC,Wake,23.186,0.2665,35.604561,-78.861222,5.58%,12125,1937,942,493,17,159,334,7188,7494,6,33.7,288,0.5,Metro,363712,134,5.90%,4892,236700,363
North Carolina|Hope Mills ,Hope Mills ,Hope Mills ,NC,Cumberland,22.1415,0.2395,34.925262,-78.916161,0.35%,10933,4852,1445,356,75,702,518,7848,8806,23,32.8,1081,0.5,Metro,363736,505.5,-1.27%,6049,140900,100
North Carolina|Hudson ,Hudson ,Hudson ,NC,Caldwell,10.13,0.001,35.841336,-81.477371,-4.60%,5891,102,291,25,3,47,166,3027,3125,1,40.8,115,0.5,Metro,363776,56,2.18%,2464,115700,1132
North Carolina|Huntersville ,Huntersville ,Huntersville ,NC,Mecklenburg,31.901,0.729,35.4108,-80.8434,3.01%,0,0,0,0,0,0,0,0,0,18,0,1063,0.5,Metro,363800,502.5,2.91%,0,0,721
North Carolina|Jefferson ,Jefferson ,Jefferson ,NC,Ashe,19.4245,0.244,36.402418,-81.408604,6.38%,2218,34,157,16,1,12,99,1140,1220,1,46.2,14,,,363968,6.5,3.04%,990,173300,2960
North Carolina|Jonesville ,Jonesville ,Jonesville ,NC,Yadkin,18.229,0.1295,36.221775,-80.8137,-3.95%,2549,227,205,9,5,19,128,1394,1479,8,42.5,127,,Metro,364000,54.5,-3.13%,1212,99300,960
North Carolina|Kannapolis ,Kannapolis ,Kannapolis ,NC,Cabarrus,25.2325,0.464,35.499715,-80.676534,1.80%,9717,1873,1502,174,9,94,990,6123,6472,24,37.2,1042,,Metro,364032,481,-1.11%,4816,129900,704
North Carolina|Kenansville ,Kenansville ,Kenansville ,NC,Duplin,33.7335,0.261,34.969342,-77.933223,-4.03%,1034,699,163,9,1,20,127,979,883,1,42.3,30,,,364056,14,0.05%,706,94000,127
North Carolina|Kernersville ,Kernersville ,Kernersville ,NC,Forsyth,39.9565,0.321,36.118256,-80.07602,-0.75%,21425,2776,2057,508,22,240,1136,12321,13248,28,39.9,998,,Metro,364072,458.5,0.36%,10357,162000,912
North Carolina|Kill Devil Hills ,Kill Devil Hills ,Kill Devil Hills ,NC,Dare,4.623,3.0685,36.044,-75.687078,0.83%,5101,85,401,82,9,62,204,2766,2665,17,39.8,385,1,Micro,364088,171,-5.01%,2264,295700,5
North Carolina|King ,King ,King ,NC,Stokes,26.606,0.2535,36.326683,-80.338048,2.31%,8748,160,264,52,7,81,135,4309,4744,10,41.1,232,,Metro,364096,105,0.05%,3656,128600,825
North Carolina|Kings Mountain ,Kings Mountain ,Kings Mountain ,NC,Cleveland,44.007,0.405,35.25654,-81.369912,-4.56%,10568,2154,280,231,7,86,142,6259,6689,6,41.3,315,0.5,Micro,364112,146.5,-2.24%,5044,113300,853
North Carolina|Kinston ,Kinston ,Kinston ,NC,Lenoir,115.015,0.707,35.264366,-77.499001,-1.51%,3255,6743,346,71,10,65,203,4677,5518,163,40.8,1816,2.5,Micro,364120,712.5,-0.80%,4348,81000,45
North Carolina|Kitty Hawk ,Kitty Hawk ,Kitty Hawk ,NC,Dare,7.5935,11.2215,36.136112,-75.729414,0.29%,3405,36,78,38,3,18,16,1701,1773,2,49.6,131,,Micro,364144,61.5,3.20%,1496,463700,5
North Carolina|Knightdale ,Knightdale ,Knightdale ,NC,Wake,14.5005,0.0415,35.791996,-78.475758,1.19%,6118,4237,1865,263,14,216,1118,5510,5993,8,33.4,436,,Metro,364152,205.5,1.34%,4178,153300,363
